2008-01-02,stock,000677.SZ
2008-01-02,factor_value,256625285.35172403
2008-01-02,stock,000678.SZ
2008-01-02,stock,000679.SZ
2008-01-02,stock,000680.SZ
2008-01-02,factor_value,468671771.2
2008-01-02,stock,000681.SZ
2008-01-02,stock,000682.SZ
2008-01-02,stock,000683.SZ
2008-01-02,stock,000685.SZ
2008-01-02,stock,000686.SZ
2008-01-02,factor_value,1315632132.0
2008-01-02,stock,000687.SZ
2008-01-02,stock,000688.SZ
2008-01-02,stock,000690.SZ
2008-01-02,stock,000691.SZ
2008-01-02,stock,000692.SZ
2008-01-02,stock,000693.SZ
2008-01-02,stock,000695.SZ
2008-01-02,stock,000697.SZ
2008-01-02,stock,000698.SZ
2008-01-02,stock,000700.SZ
2008-01-02,stock,000701.SZ
2008-01-02,stock,000702.SZ
2008-01-02,stock,000703.SZ
2008-01-02,stock,000705.SZ
2008-01-02,stock,000707.SZ
2008-01-02,stock,000708.SZ
2008-01-02,stock,000709.SZ
2008-01-02,stock,000710.SZ
2008-01-02,stock,000711.SZ
2008-01-02,stock,000712.SZ
2008-01-02,stock,000713.SZ
2008-01-02,stock,000715.SZ
2008-01-02,stock,000716.SZ
2008-01-02,stock,000717.SZ
2008-01-02,stock,000718.SZ
2008-01-02,stock,000719.SZ
2008-01-02,stock,000720.SZ
2008-01-02,stock,000721.SZ
2008-01-02,stock,000722.SZ
2008-01-02,stock,000723.SZ
2008-01-02,stock,000725.SZ
2008-01-02,factor_value,868339259.0
2008-01-02,stock,000726.SZ
2008-01-02,stock,000727.SZ
2008-01-02,stock,000728.SZ
2008-01-02,factor_value,1993248902.4411907
2008-01-02,stock,000729.SZ
2008-01-02,factor_value,395844590.5714291
2008-01-02,stock,000731.SZ
2008-01-02,stock,000732.SZ
2008-01-02,stock,000733.SZ
2008-01-02,stock,000735.SZ
2008-01-02,stock,000736.SZ
2008-01-02,stock,000737.SZ
2008-01-02,stock,000738.SZ
2008-01-02,stock,000739.SZ
2008-01-02,stock,000748.SZ
2008-01-02,stock,000750.SZ
2008-01-02,stock,000751.SZ
2008-01-02,stock,000752.SZ
2008-01-02,stock,000753.SZ
2008-01-02,stock,000755.SZ
2008-01-02,factor_value,357778495.93333304
2008-01-02,stock,000756.SZ
2008-01-02,stock,000757.SZ
2008-01-02,stock,000758.SZ
2008-01-02,stock,000759.SZ
2008-01-02,factor_value,122614471.0
2008-01-02,stock,000760.SZ
2008-01-02,stock,000761.SZ
2008-01-02,stock,000762.SZ
2008-01-02,stock,000766.SZ
2008-01-02,stock,000767.SZ
2008-01-02,factor_value,537280867.0
2008-01-02,stock,000768.SZ
2008-01-02,stock,000776.SZ
2008-01-02,stock,000777.SZ
2008-01-02,stock,000778.SZ
2008-01-02,stock,000779.SZ
2008-01-02,stock,000780.SZ
2008-01-02,stock,000782.SZ
2008-01-02,stock,000783.SZ
2008-01-02,factor_value,2328187692.3076897
2008-01-02,stock,000785.SZ
2008-01-02,stock,000786.SZ
2008-01-02,stock,000788.SZ
2008-01-02,stock,000789.SZ
2008-01-02,stock,000790.SZ
2008-01-02,stock,000791.SZ
2008-01-02,stock,000792.SZ
2008-01-02,factor_value,1109586316.68293
2008-01-02,stock,000793.SZ
2008-01-02,factor_value,179141174.868148
2008-01-02,stock,000795.SZ
2008-01-02,stock,000796.SZ
2008-01-02,stock,000797.SZ
2008-01-02,stock,000798.SZ
2008-01-02,stock,000799.SZ
2008-01-02,stock,000800.SZ
2008-01-02,factor_value,596478271.428571
2008-01-02,stock,000801.SZ
2008-01-02,stock,000802.SZ
2008-01-02,stock,000803.SZ
2008-01-02,stock,000806.SZ
2008-01-02,stock,000807.SZ
2008-01-02,factor_value,622483076.923077
2008-01-02,stock,000809.SZ
2008-01-02,stock,000810.SZ
2008-01-02,stock,000811.SZ
2008-01-02,stock,000812.SZ
2008-01-02,stock,000813.SZ
2008-01-02,stock,000815.SZ
2008-01-02,factor_value,48280279.31691881
2008-01-02,stock,000816.SZ
2008-01-02,stock,000818.SZ
2008-01-02,stock,000819.SZ
2008-01-02,stock,000820.SZ
2008-01-02,stock,000821.SZ
2008-01-02,stock,000822.SZ
2008-01-02,stock,000823.SZ
2008-01-02,stock,000825.SZ
2008-01-02,factor_value,4863329819.03448
2008-01-02,stock,000826.SZ
2008-01-02,stock,000828.SZ
2008-01-02,stock,000829.SZ
2008-01-02,stock,000830.SZ
2008-01-02,stock,000831.SZ
2008-01-02,factor_value,305428466.286331
2008-01-02,stock,000833.SZ
2008-01-02,stock,000835.SZ
2008-01-02,stock,000836.SZ
2008-01-02,stock,000837.SZ
2008-01-02,stock,000838.SZ
2008-01-02,stock,000839.SZ
2008-01-02,factor_value,349668555.555556
2008-01-02,stock,000848.SZ
2008-01-02,stock,000850.SZ
2008-01-02,stock,000851.SZ
2008-01-02,stock,000852.SZ
2008-01-02,stock,000856.SZ
2008-01-02,stock,000858.SZ
2008-01-02,factor_value,1771210000.0
2008-01-02,stock,000859.SZ
2008-01-02,stock,000860.SZ
2008-01-02,stock,000861.SZ
2008-01-02,stock,000862.SZ
2008-01-02,stock,000863.SZ
2008-01-02,stock,000868.SZ
2008-01-02,stock,000869.SZ
2008-01-02,factor_value,613260000.0
2008-01-02,stock,000875.SZ
2008-01-02,stock,000876.SZ
2008-01-02,stock,000877.SZ
2008-01-02,stock,000878.SZ
2008-01-02,stock,000880.SZ
2008-01-02,stock,000881.SZ
2008-01-02,stock,000882.SZ
2008-01-02,stock,000883.SZ
2008-01-02,stock,000885.SZ
2008-01-02,stock,000886.SZ
2008-01-02,stock,000887.SZ
2008-01-02,stock,000888.SZ
2008-01-02,factor_value,51228080.0
2008-01-02,stock,000889.SZ
2008-01-02,stock,000890.SZ
2008-01-02,stock,000892.SZ
2008-01-02,stock,000893.SZ
2008-01-02,stock,000895.SZ
2008-01-02,factor_value,543740000.0
2008-01-02,stock,000897.SZ
2008-01-02,stock,000898.SZ
2008-01-02,factor_value,8676120331.04762
2008-01-02,stock,000899.SZ
2008-01-02,stock,000900.SZ
2008-01-02,factor_value,538176800.866667
2008-01-02,stock,000901.SZ
2008-01-02,stock,000902.SZ
2008-01-02,stock,000903.SZ
2008-01-02,stock,000905.SZ
2008-01-02,stock,000906.SZ
2008-01-02,stock,000908.SZ
2008-01-02,stock,000909.SZ
2008-01-02,stock,000910.SZ
2008-01-02,stock,000911.SZ
2008-01-02,factor_value,108829628.571429
2008-01-02,stock,000912.SZ
2008-01-02,stock,000913.SZ
2008-01-02,stock,000915.SZ
2008-01-02,stock,000916.SZ
2008-01-02,stock,000917.SZ
2008-01-02,factor_value,91804576.0838182
2008-01-02,stock,000918.SZ
2008-01-02,stock,000919.SZ
2008-01-02,stock,000920.SZ
2008-01-02,stock,000921.SZ
2008-01-02,stock,000922.SZ
2008-01-02,stock,000923.SZ
2008-01-02,stock,000925.SZ
2008-01-02,stock,000926.SZ
2008-01-02,stock,000927.SZ
2008-01-02,factor_value,276715745.333333
2008-01-02,stock,000928.SZ
2008-01-02,stock,000929.SZ
2008-01-02,stock,000930.SZ
2008-01-02,stock,000931.SZ
2008-01-02,stock,000932.SZ
2008-01-02,stock,000933.SZ
2008-01-02,factor_value,901155492.0
2008-01-02,stock,000935.SZ
2008-01-02,stock,000936.SZ
2008-01-02,stock,000937.SZ
2008-01-02,stock,000938.SZ
2008-01-02,stock,000939.SZ
2008-01-02,stock,000948.SZ
2008-01-02,stock,000949.SZ
2008-01-02,stock,000950.SZ
2008-01-02,stock,000951.SZ
2008-01-02,factor_value,675401172.0238099
2008-01-02,stock,000952.SZ
2008-01-02,stock,000953.SZ
2008-01-02,stock,000955.SZ
2008-01-02,stock,000957.SZ
2008-01-02,stock,000958.SZ
2008-01-02,stock,000959.SZ
2008-01-02,stock,000960.SZ
2008-01-02,factor_value,663276935.207279
2008-01-02,stock,000961.SZ
2008-01-02,stock,000962.SZ
2008-01-02,stock,000963.SZ
2008-01-02,factor_value,164791111.11111102
2008-01-02,stock,000965.SZ
2008-01-02,stock,000966.SZ
2008-01-02,stock,000967.SZ
2008-01-02,stock,000968.SZ
2008-01-02,stock,000969.SZ
2008-01-02,factor_value,129586671.0
2008-01-02,stock,000970.SZ
2008-01-02,stock,000971.SZ
2008-01-02,stock,000972.SZ
2008-01-02,factor_value,103999974.857143
2008-01-02,stock,000973.SZ
2008-01-02,stock,000975.SZ
2008-01-02,stock,000976.SZ
2008-01-02,stock,000977.SZ
2008-01-02,stock,000978.SZ
2008-01-02,factor_value,57401100.0
2008-01-02,stock,000979.SZ
2008-01-02,stock,000980.SZ
2008-01-02,stock,000981.SZ
2008-01-02,stock,000982.SZ
2008-01-02,stock,000983.SZ
2008-01-02,factor_value,1112082438.0
2008-01-02,stock,000985.SZ
2008-01-02,stock,000987.SZ
2008-01-02,factor_value,173713074.79999998
2008-01-02,stock,000988.SZ
2008-01-02,stock,000989.SZ
2008-01-02,stock,000990.SZ
2008-01-02,stock,000993.SZ
2008-01-02,stock,000995.SZ
2008-01-02,stock,000996.SZ
2008-01-02,stock,000997.SZ
2008-01-02,factor_value,94979783.0
2008-01-02,stock,000998.SZ
2008-01-02,stock,000999.SZ
2008-01-02,stock,001696.SZ
2008-01-02,stock,001896.SZ
2008-01-02,stock,002001.SZ
2008-01-02,factor_value,57333333.0
2008-01-02,stock,002002.SZ
2008-01-02,stock,002003.SZ
2008-01-02,factor_value,101150667.0
2008-01-02,stock,002004.SZ
2008-01-02,stock,002005.SZ
2008-01-02,stock,002006.SZ
2008-01-02,stock,002007.SZ
2008-01-02,factor_value,110602889.0
2008-01-02,stock,002008.SZ
