Date,stocks,factor
2008-01-03,WICI005302,
2008-01-03,WICI005303,
2008-01-03,WICI005304,
2008-01-03,WICI005305,
2008-01-03,WICI005306,
2008-01-03,WICI005307,
2008-01-03,WICI005308,
2008-01-03,WICI005309,
2008-01-03,WICI005310,
2008-01-03,WICI005316,
2008-01-03,WICI005317,
2008-01-03,WICI005318,
2008-01-03,WICI005319,
2008-01-03,WICI005320,
2008-01-03,WICI005321,
2008-01-03,WICI005322,
2008-01-03,WICI005323,
2008-01-03,WICI005324,
2008-01-03,WICI005325,
2008-01-03,WICI005326,
2008-01-03,WICI005327,
2008-01-03,WICI005328,
2008-01-03,WICI005329,
2008-01-03,WICI005330,
2008-01-03,WICI005331,
2008-01-03,WICI005332,
2008-01-03,WICI005333,
2008-01-03,WICI005334,
2008-01-03,WICI005335,
2008-01-03,WICI005336,
2008-01-03,WICI005337,
2008-01-03,WICI005338,
2008-01-03,WICI005339,
2008-01-03,WICI005340,
2008-01-03,WICI005341,
2008-01-03,WICI005342,
2008-01-03,WICI005343,
2008-01-03,WICI005344,
2008-01-03,WICI005345,
2008-01-03,WICI005346,
2008-01-03,WICI005347,
2008-01-03,WICI005348,
2008-01-03,WICI005349,
2008-01-03,WICI005350,
2008-01-03,WICI005351,
2008-01-03,WICI005352,
2008-01-03,WICI005353,
2008-01-03,WICI005354,
2008-01-03,WICI005355,
2008-01-03,WICI005356,
2008-01-03,WICI005357,
2008-01-03,WICI005358,
2008-01-03,WICI005359,
2008-01-03,WICI005360,
2008-01-03,WICI005361,
2008-01-03,WICI005362,
2008-01-03,WICI005363,
2008-01-03,WICI005364,
2008-01-03,WICI005366,
2008-01-03,WICI005367,
2008-01-03,WICI005368,
2008-01-03,WICI005369,
2008-01-03,WICI005370,
2008-01-03,WICI005371,
2008-01-03,WICI005372,
2008-01-03,WICI005373,
2008-01-03,WICI005374,
2008-01-03,WICI005375,
2008-01-03,WICI005376,
2008-01-03,WICI005377,
2008-01-03,WICI005378,
2008-01-03,WICI005379,
2008-01-03,WICI005380,
2008-01-03,WICI005381,
2008-01-03,WICI005382,
2008-01-03,WICI005383,
2008-01-03,WICI005384,
2008-01-03,WICI005385,
2008-01-03,WICI005386,
2008-01-03,WICI005387,
2008-01-03,WICI005388,
2008-01-03,WICI005389,
2008-01-03,WICI005390,
2008-01-03,WICI005391,
2008-01-03,WICI005392,
2008-01-03,WICI005393,
2008-01-03,WICI005394,
2008-01-03,WICI005395,
2008-01-03,SH000858,
2008-01-03,CSI000942,
2008-01-03,CSIH11025,
2008-01-03,SZ000001,2376530000.0
2008-01-03,SZ000002,4675030000.0
2008-01-03,SZ000004,
2008-01-03,SZ000005,
2008-01-03,SZ000006,
2008-01-03,SZ000007,
2008-01-03,SZ000008,
2008-01-03,SZ000009,
2008-01-03,SZ000010,
2008-01-03,SZ000011,
2008-01-03,SZ000012,539842092.0
2008-01-03,SZ000014,
2008-01-03,SZ000016,
2008-01-03,SZ000017,
2008-01-03,SZ000018,
2008-01-03,SZ000019,
2008-01-03,SZ000020,
2008-01-03,SZ000021,618884600.0
2008-01-03,SZ000022,
2008-01-03,SZ000023,
2008-01-03,SZ000024,951891282.8571428
2008-01-03,SZ000025,
2008-01-03,SZ000026,
2008-01-03,SZ000027,1319920000.0
2008-01-03,SZ000028,132142047.75735
2008-01-03,SZ000029,
2008-01-03,SZ000030,
2008-01-03,SZ000031,
2008-01-03,SZ000032,
2008-01-03,SZ000033,
2008-01-03,SZ000034,
2008-01-03,SZ000035,
2008-01-03,SZ000036,
2008-01-03,SZ000037,
2008-01-03,SZ000038,
2008-01-03,SZ000039,2588209796.85714
2008-01-03,SZ000040,
2008-01-03,SZ000042,
2008-01-03,SZ000043,
2008-01-03,SZ000045,
2008-01-03,SZ000046,
2008-01-03,SZ000048,
2008-01-03,SZ000049,
2008-01-03,SZ000050,95691160.4068129
2008-01-03,SZ000055,
2008-01-03,SZ000056,
2008-01-03,SZ000058,
2008-01-03,SZ000059,
2008-01-03,SZ000060,1328844202.4335
2008-01-03,SZ000061,213346103.02260903
2008-01-03,SZ000062,
2008-01-03,SZ000063,1247086921.0
2008-01-03,SZ000065,
2008-01-03,SZ000066,
2008-01-03,SZ000068,
2008-01-03,SZ000069,785560000.0
2008-01-03,SZ000070,
2008-01-03,SZ000078,
2008-01-03,SZ000088,661511477.0
2008-01-03,SZ000089,
2008-01-03,SZ000090,
2008-01-03,SZ000096,
2008-01-03,SZ000099,
2008-01-03,SZ000100,
2008-01-03,SZ000150,
2008-01-03,SZ000151,
2008-01-03,SZ000153,
2008-01-03,SZ000155,
2008-01-03,SZ000156,
2008-01-03,SZ000157,1148369502.0
2008-01-03,SZ000158,
2008-01-03,SZ000159,
2008-01-03,SZ000301,
2008-01-03,SZ000338,1948140000.0
2008-01-03,SZ000400,164077723.0
2008-01-03,SZ000401,420255438.0
2008-01-03,SZ000402,739560000.0
2008-01-03,SZ000403,
2008-01-03,SZ000404,
2008-01-03,SZ000407,
2008-01-03,SZ000408,
2008-01-03,SZ000409,
2008-01-03,SZ000410,176073259.73333302
2008-01-03,SZ000411,
2008-01-03,SZ000413,
2008-01-03,SZ000415,
2008-01-03,SZ000416,
2008-01-03,SZ000417,
2008-01-03,SZ000418,
2008-01-03,SZ000419,
2008-01-03,SZ000420,
2008-01-03,SZ000421,
2008-01-03,SZ000422,
2008-01-03,SZ000423,205885139.15151504
2008-01-03,SZ000425,
2008-01-03,SZ000426,
2008-01-03,SZ000428,
2008-01-03,SZ000429,
2008-01-03,SZ000430,
2008-01-03,SZ000488,923284677.1218432
2008-01-03,SZ000498,
2008-01-03,SZ000501,
2008-01-03,SZ000502,
2008-01-03,SZ000503,
2008-01-03,SZ000504,
2008-01-03,SZ000505,
2008-01-03,SZ000506,
2008-01-03,SZ000507,
2008-01-03,SZ000509,
2008-01-03,SZ000510,
2008-01-03,SZ000511,
2008-01-03,SZ000513,
2008-01-03,SZ000514,
2008-01-03,SZ000515,
2008-01-03,SZ000516,
2008-01-03,SZ000517,
2008-01-03,SZ000518,
2008-01-03,SZ000519,
2008-01-03,SZ000520,
2008-01-03,SZ000521,
2008-01-03,SZ000522,149341280.88888898
2008-01-03,SZ000523,
2008-01-03,SZ000524,
2008-01-03,SZ000525,
2008-01-03,SZ000526,
2008-01-03,SZ000527,1227373377.3913
2008-01-03,SZ000528,589758785.419355
2008-01-03,SZ000529,
2008-01-03,SZ000530,
2008-01-03,SZ000531,
2008-01-03,SZ000532,
2008-01-03,SZ000533,
2008-01-03,SZ000534,
2008-01-03,SZ000536,
2008-01-03,SZ000537,
2008-01-03,SZ000538,303709783.891892
2008-01-03,SZ000539,806172538.0
2008-01-03,SZ000540,
2008-01-03,SZ000541,
2008-01-03,SZ000543,
2008-01-03,SZ000544,
2008-01-03,SZ000545,
2008-01-03,SZ000546,
2008-01-03,SZ000547,
2008-01-03,SZ000548,
2008-01-03,SZ000550,716700000.0
2008-01-03,SZ000551,
2008-01-03,SZ000552,
2008-01-03,SZ000553,
2008-01-03,SZ000554,
2008-01-03,SZ000555,
2008-01-03,SZ000557,
2008-01-03,SZ000558,
2008-01-03,SZ000559,304233242.0
2008-01-03,SZ000560,
2008-01-03,SZ000561,
2008-01-03,SZ000562,2461851067.0
2008-01-03,SZ000563,
2008-01-03,SZ000564,
2008-01-03,SZ000565,32689558.0
2008-01-03,SZ000566,
2008-01-03,SZ000567,
2008-01-03,SZ000568,801050000.0
2008-01-03,SZ000569,
2008-01-03,SZ000570,
2008-01-03,SZ000571,
2008-01-03,SZ000572,
2008-01-03,SZ000573,
2008-01-03,SZ000576,
2008-01-03,SZ000578,
2008-01-03,SZ000581,181397958.787879
2008-01-03,SZ000582,
2008-01-03,SZ000584,
2008-01-03,SZ000585,
2008-01-03,SZ000586,
2008-01-03,SZ000587,
2008-01-03,SZ000589,
2008-01-03,SZ000590,
2008-01-03,SZ000591,
2008-01-03,SZ000592,
2008-01-03,SZ000593,
2008-01-03,SZ000594,
2008-01-03,SZ000595,
2008-01-03,SZ000596,
2008-01-03,SZ000597,
2008-01-03,SZ000598,
2008-01-03,SZ000599,
2008-01-03,SZ000600,
2008-01-03,SZ000601,
2008-01-03,SZ000602,
2008-01-03,SZ000603,
2008-01-03,SZ000605,
2008-01-03,SZ000606,
2008-01-03,SZ000607,
2008-01-03,SZ000608,
2008-01-03,SZ000609,
2008-01-03,SZ000610,
2008-01-03,SZ000611,
2008-01-03,SZ000612,778322940.0
2008-01-03,SZ000613,
2008-01-03,SZ000615,
2008-01-03,SZ000616,285465849.0
2008-01-03,SZ000617,
2008-01-03,SZ000619,
2008-01-03,SZ000620,
2008-01-03,SZ000622,
2008-01-03,SZ000623,
2008-01-03,SZ000625,739666031.0000001
2008-01-03,SZ000626,
2008-01-03,SZ000627,
2008-01-03,SZ000628,
2008-01-03,SZ000629,1152905617.8593
2008-01-03,SZ000630,852817456.0
2008-01-03,SZ000631,
2008-01-03,SZ000632,
2008-01-03,SZ000633,
2008-01-03,SZ000635,
2008-01-03,SZ000636,
2008-01-03,SZ000637,
2008-01-03,SZ000639,
2008-01-03,SZ000650,
2008-01-03,SZ000651,1016330000.0
2008-01-03,SZ000652,
2008-01-03,SZ000655,
2008-01-03,SZ000656,
2008-01-03,SZ000657,
2008-01-03,SZ000659,
2008-01-03,SZ000661,
2008-01-03,SZ000662,
2008-01-03,SZ000663,
2008-01-03,SZ000665,
2008-01-03,SZ000666,
2008-01-03,SZ000667,
2008-01-03,SZ000668,
2008-01-03,SZ000669,
2008-01-03,SZ000670,
2008-01-03,SZ000671,
2008-01-03,SZ000672,
2008-01-03,SZ000673,
2008-01-03,SZ000676,
2008-01-03,SZ000677,258195829.504
2008-01-03,SZ000678,
2008-01-03,SZ000679,
2008-01-03,SZ000680,468671771.2
2008-01-03,SZ000681,
2008-01-03,SZ000682,
2008-01-03,SZ000683,
2008-01-03,SZ000685,
2008-01-03,SZ000686,1297576726.0
2008-01-03,SZ000687,
2008-01-03,SZ000688,
2008-01-03,SZ000690,
2008-01-03,SZ000691,
2008-01-03,SZ000692,
2008-01-03,SZ000693,
2008-01-03,SZ000695,
2008-01-03,SZ000697,
2008-01-03,SZ000698,
2008-01-03,SZ000700,
2008-01-03,SZ000701,
2008-01-03,SZ000702,
2008-01-03,SZ000703,
2008-01-03,SZ000705,
2008-01-03,SZ000707,
2008-01-03,SZ000708,
2008-01-03,SZ000709,
2008-01-03,SZ000710,
2008-01-03,SZ000711,
2008-01-03,SZ000712,
2008-01-03,SZ000713,
2008-01-03,SZ000715,
2008-01-03,SZ000716,
2008-01-03,SZ000717,
2008-01-03,SZ000718,
2008-01-03,SZ000719,
2008-01-03,SZ000720,
2008-01-03,SZ000721,
2008-01-03,SZ000722,
2008-01-03,SZ000723,
2008-01-03,SZ000725,874134587.0
2008-01-03,SZ000726,
2008-01-03,SZ000727,
2008-01-03,SZ000728,2067289969.5728495
2008-01-03,SZ000729,398859369.81818205
2008-01-03,SZ000731,
2008-01-03,SZ000732,
2008-01-03,SZ000733,
2008-01-03,SZ000735,
2008-01-03,SZ000736,
2008-01-03,SZ000737,
2008-01-03,SZ000738,
2008-01-03,SZ000739,
2008-01-03,SZ000748,
2008-01-03,SZ000750,
2008-01-03,SZ000751,
2008-01-03,SZ000752,
2008-01-03,SZ000753,
2008-01-03,SZ000755,355342178.490909
2008-01-03,SZ000756,
2008-01-03,SZ000757,
2008-01-03,SZ000758,
2008-01-03,SZ000759,122614471.0
2008-01-03,SZ000760,
2008-01-03,SZ000761,
2008-01-03,SZ000762,
2008-01-03,SZ000766,
2008-01-03,SZ000767,537101084.0
2008-01-03,SZ000768,
2008-01-03,SZ000776,
2008-01-03,SZ000777,
2008-01-03,SZ000778,
2008-01-03,SZ000779,
2008-01-03,SZ000780,
2008-01-03,SZ000782,
2008-01-03,SZ000783,2328187692.3076897
2008-01-03,SZ000785,
2008-01-03,SZ000786,
2008-01-03,SZ000788,
2008-01-03,SZ000789,
2008-01-03,SZ000790,
2008-01-03,SZ000791,
2008-01-03,SZ000792,1111425974.6
2008-01-03,SZ000793,177147439.14880002
2008-01-03,SZ000795,
2008-01-03,SZ000796,
2008-01-03,SZ000797,
2008-01-03,SZ000798,
2008-01-03,SZ000799,
2008-01-03,SZ000800,581148360.0
2008-01-03,SZ000801,
2008-01-03,SZ000802,
2008-01-03,SZ000803,
2008-01-03,SZ000806,
2008-01-03,SZ000807,622483076.923077
2008-01-03,SZ000809,
2008-01-03,SZ000810,
2008-01-03,SZ000811,
2008-01-03,SZ000812,
2008-01-03,SZ000813,
2008-01-03,SZ000815,48497501.9788956
2008-01-03,SZ000816,
2008-01-03,SZ000818,
2008-01-03,SZ000819,
2008-01-03,SZ000820,
2008-01-03,SZ000821,
2008-01-03,SZ000822,
2008-01-03,SZ000823,
2008-01-03,SZ000825,4839302398.2222185
2008-01-03,SZ000826,
2008-01-03,SZ000828,
2008-01-03,SZ000829,
2008-01-03,SZ000830,
2008-01-03,SZ000831,305093550.044715
2008-01-03,SZ000833,
2008-01-03,SZ000835,
2008-01-03,SZ000836,
2008-01-03,SZ000837,
2008-01-03,SZ000838,
2008-01-03,SZ000839,383564222.222222
2008-01-03,SZ000848,
2008-01-03,SZ000850,
2008-01-03,SZ000851,
2008-01-03,SZ000852,
2008-01-03,SZ000856,
2008-01-03,SZ000858,1717870000.0
2008-01-03,SZ000859,
2008-01-03,SZ000860,
2008-01-03,SZ000861,
2008-01-03,SZ000862,
2008-01-03,SZ000863,
2008-01-03,SZ000868,
2008-01-03,SZ000869,649990000.0
2008-01-03,SZ000875,
2008-01-03,SZ000876,
2008-01-03,SZ000877,
2008-01-03,SZ000878,
2008-01-03,SZ000880,
2008-01-03,SZ000881,
2008-01-03,SZ000882,
2008-01-03,SZ000883,
2008-01-03,SZ000885,
2008-01-03,SZ000886,
2008-01-03,SZ000887,
2008-01-03,SZ000888,51390677.7777778
2008-01-03,SZ000889,
2008-01-03,SZ000890,
2008-01-03,SZ000892,
2008-01-03,SZ000893,
2008-01-03,SZ000895,541740000.0
2008-01-03,SZ000897,
2008-01-03,SZ000898,8683393167.65714
2008-01-03,SZ000899,
2008-01-03,SZ000900,504151356.04761904
2008-01-03,SZ000901,
2008-01-03,SZ000902,
2008-01-03,SZ000903,
2008-01-03,SZ000905,
2008-01-03,SZ000906,
2008-01-03,SZ000908,
2008-01-03,SZ000909,
2008-01-03,SZ000910,
2008-01-03,SZ000911,109769500.0
2008-01-03,SZ000912,
2008-01-03,SZ000913,
2008-01-03,SZ000915,
2008-01-03,SZ000916,
2008-01-03,SZ000917,95235531.8112222
2008-01-03,SZ000918,
2008-01-03,SZ000919,
2008-01-03,SZ000920,
2008-01-03,SZ000921,
2008-01-03,SZ000922,
2008-01-03,SZ000923,
2008-01-03,SZ000925,
2008-01-03,SZ000926,
2008-01-03,SZ000927,263586818.095238
2008-01-03,SZ000928,
2008-01-03,SZ000929,
2008-01-03,SZ000930,
2008-01-03,SZ000931,
2008-01-03,SZ000932,
2008-01-03,SZ000933,917081544.0
2008-01-03,SZ000935,
2008-01-03,SZ000936,
2008-01-03,SZ000937,
2008-01-03,SZ000938,
2008-01-03,SZ000939,
2008-01-03,SZ000948,
2008-01-03,SZ000949,
2008-01-03,SZ000950,
2008-01-03,SZ000951,672294759.6153848
2008-01-03,SZ000952,
2008-01-03,SZ000953,
2008-01-03,SZ000955,
2008-01-03,SZ000957,
2008-01-03,SZ000958,
2008-01-03,SZ000959,
2008-01-03,SZ000960,666088771.3930137
2008-01-03,SZ000961,
2008-01-03,SZ000962,
2008-01-03,SZ000963,168274133.33333302
2008-01-03,SZ000965,
2008-01-03,SZ000966,
2008-01-03,SZ000967,
2008-01-03,SZ000968,
2008-01-03,SZ000969,129586671.0
2008-01-03,SZ000970,
2008-01-03,SZ000971,
2008-01-03,SZ000972,106018036.129032
2008-01-03,SZ000973,
2008-01-03,SZ000975,
2008-01-03,SZ000976,
2008-01-03,SZ000977,
2008-01-03,SZ000978,51350963.0
2008-01-03,SZ000979,
2008-01-03,SZ000980,
2008-01-03,SZ000981,
2008-01-03,SZ000982,
2008-01-03,SZ000983,1115011585.0
2008-01-03,SZ000985,
2008-01-03,SZ000987,175191329.64615402
2008-01-03,SZ000988,
2008-01-03,SZ000989,
2008-01-03,SZ000990,
2008-01-03,SZ000993,
2008-01-03,SZ000995,
2008-01-03,SZ000996,
2008-01-03,SZ000997,
2008-01-03,SZ000998,
2008-01-03,SZ000999,
2008-01-03,SZ001696,
2008-01-03,SZ001896,
2008-01-03,SZ002001,57333333.0
2008-01-03,SZ002002,
2008-01-03,SZ002003,101904211.0
2008-01-03,SZ002004,
2008-01-03,SZ002005,
2008-01-03,SZ002006,
2008-01-03,SZ002007,110602889.0
2008-01-03,SZ002008,186480399.45244297
2008-01-03,SZ002009,
2008-01-03,SZ002010,
2008-01-03,SZ002011,
2008-01-03,SZ002012,
2008-01-03,SZ002013,
2008-01-03,SZ002014,
2008-01-03,SZ002015,
2008-01-03,SZ002016,
2008-01-03,SZ002017,
2008-01-03,SZ002018,
2008-01-03,SZ002019,
2008-01-03,SZ002020,
2008-01-03,SZ002021,
2008-01-03,SZ002022,117910583.33333302
2008-01-03,SZ002023,
2008-01-03,SZ002024,1371260723.6363602
2008-01-03,SZ002025,
2008-01-03,SZ002026,
2008-01-03,SZ002027,
2008-01-03,SZ002028,239775538.461538
2008-01-03,SZ002029,81990728.0
2008-01-03,SZ002030,
2008-01-03,SZ002031,
2008-01-03,SZ002032,174538237.5
2008-01-03,SZ002033,55297961.00000001
2008-01-03,SZ002034,
2008-01-03,SZ002035,
2008-01-03,SZ002036,
2008-01-03,SZ002037,
2008-01-03,SZ002038,
2008-01-03,SZ002039,
2008-01-03,SZ002040,
2008-01-03,SZ002041,
2008-01-03,SZ002042,
2008-01-03,SZ002043,
2008-01-03,SZ002044,
2008-01-03,SZ002045,70090504.0
2008-01-03,SZ002046,
2008-01-03,SZ002047,
2008-01-03,SZ002048,
2008-01-03,SZ002049,
2008-01-03,SZ002050,47601052.63157901
2008-01-03,SZ002051,
2008-01-03,SZ002052,
2008-01-03,SZ002053,
2008-01-03,SZ002054,
2008-01-03,SZ002055,
2008-01-03,SZ002056,177856284.0
2008-01-03,SZ002057,
2008-01-03,SZ002058,
2008-01-03,SZ002059,
2008-01-03,SZ002060,
2008-01-03,SZ002061,
2008-01-03,SZ002062,
2008-01-03,SZ002063,
2008-01-03,SZ002064,
2008-01-03,SZ002065,100685818.18181801
2008-01-03,SZ002066,
2008-01-03,SZ002067,100103678.0
2008-01-03,SZ002068,79146500.0
2008-01-03,SZ002069,178038400.0
2008-01-03,SZ002070,55477368.00000001
2008-01-03,SZ002071,
2008-01-03,SZ002072,
2008-01-03,SZ002073,
2008-01-03,SZ002074,
2008-01-03,SZ002075,
2008-01-03,SZ002076,
2008-01-03,SZ002077,
2008-01-03,SZ002078,359092722.99999994
2008-01-03,SZ002079,
2008-01-03,SZ002080,
2008-01-03,SZ002081,87063889.65517241
2008-01-03,SZ002082,
2008-01-03,SZ002083,168261787.22
2008-01-03,SZ002084,
2008-01-03,SZ002085,
2008-01-03,SZ002086,
2008-01-03,SZ002087,
2008-01-03,SZ002088,
2008-01-03,SZ002089,
2008-01-03,SZ002090,
2008-01-03,SZ002091,
2008-01-03,SZ002092,
2008-01-03,SZ002093,
2008-01-03,SZ002094,
2008-01-03,SZ002095,
2008-01-03,SZ002096,
2008-01-03,SZ002097,160137844.0
2008-01-03,SZ002098,
2008-01-03,SZ002099,
2008-01-03,SZ002100,
2008-01-03,SZ002101,
2008-01-03,SZ002102,
2008-01-03,SZ002103,
2008-01-03,SZ002104,
2008-01-03,SZ002105,
2008-01-03,SZ002106,233093936.272771
2008-01-03,SZ002107,
2008-01-03,SZ002108,
2008-01-03,SZ002109,
2008-01-03,SZ002110,
2008-01-03,SZ002111,
2008-01-03,SZ002112,
2008-01-03,SZ002113,
2008-01-03,SZ002114,
2008-01-03,SZ002115,
2008-01-03,SZ002116,
2008-01-03,SZ002117,
2008-01-03,SZ002118,
2008-01-03,SZ002119,
2008-01-03,SZ002120,
2008-01-03,SZ002121,
2008-01-03,SZ002122,262974861.538462
2008-01-03,SZ002123,84991272.72727272
2008-01-03,SZ002124,
2008-01-03,SZ002125,
2008-01-03,SZ002126,
2008-01-03,SZ002127,
2008-01-03,SZ002128,
2008-01-03,SZ002129,104268874.86425202
2008-01-03,SZ002130,
2008-01-03,SZ002131,
2008-01-03,SZ002132,
2008-01-03,SZ002133,
2008-01-03,SZ002134,
2008-01-03,SZ002135,
2008-01-03,SZ002136,
2008-01-03,SZ002137,
2008-01-03,SZ002138,55471667.00000001
2008-01-03,SZ002139,
2008-01-03,SZ002140,
2008-01-03,SZ002141,
2008-01-03,SZ002142,890410000.0
2008-01-03,SZ002143,
2008-01-03,SZ002144,
2008-01-03,SZ002145,
2008-01-03,SZ002146,
2008-01-03,SZ002147,
2008-01-03,SZ002148,
2008-01-03,SZ002149,
2008-01-03,SZ002150,
2008-01-03,SZ002151,
2008-01-03,SZ002152,205224736.842105
2008-01-03,SZ002153,78761936.0
2008-01-03,SZ002154,71611250.0
2008-01-03,SZ002155,
2008-01-03,SZ002156,
2008-01-03,SZ002157,
2008-01-03,SZ002158,
2008-01-03,SZ002159,
2008-01-03,SZ002160,
2008-01-03,SZ002161,
2008-01-03,SZ002162,
2008-01-03,SZ002163,
2008-01-03,SZ002164,
2008-01-03,SZ002165,
2008-01-03,SZ002166,
2008-01-03,SZ002167,
2008-01-03,SZ002168,
2008-01-03,SZ002169,
2008-01-03,SZ002170,
2008-01-03,SZ002171,
2008-01-03,SZ002172,
2008-01-03,SZ002173,
2008-01-03,SZ002174,
2008-01-03,SZ002175,
2008-01-03,SZ002176,
2008-01-03,SZ002177,65684315.00000001
2008-01-03,SZ002178,28273528.947368395
2008-01-03,SZ002179,83901676.0
2008-01-03,SZ002180,43828110.71428571
2008-01-03,SZ002181,75579006.9230769
2008-01-03,SZ002182,76592738.0
2008-01-03,SZ002183,134502943.36
2008-01-03,SZ002184,57072950.0
2008-01-03,SZ002185,77783018.1818182
2008-01-03,SZ002186,60665190.76923081
2008-01-03,SZ002187,121893548.64864899
2008-01-03,SZ002188,34258181.818181805
2008-01-03,SZ002189,42807072.727272704
2008-01-03,SZ002190,34744073.91304351
2008-01-03,SZ002191,168970000.0
2008-01-03,SZ002192,26934036.0
2008-01-03,SZ002193,41352831.00000001
2008-01-03,SZ002194,199388750.66666698
2008-01-03,SZ002195,26237604.166666698
2008-01-03,SZ002196,31193970.833333306
2008-01-03,SZ002197,43504029.0909091
2008-01-03,SZ002198,23822533.333333306
2008-01-03,SZ002199,26928079.000000004
2008-01-03,SZ002200,58359824.390243895
2008-01-03,SZ002201,34482126.3157895
2008-01-03,SZ002202,606339715.0
2008-01-03,SH600000,5472520000.0
2008-01-03,SH600001,1104434737.7142901
2008-01-03,SH600003,
2008-01-03,SH600004,405359922.727273
2008-01-03,SH600005,6664529496.77419
2008-01-03,SH600006,544862890.0
2008-01-03,SH600007,
2008-01-03,SH600008,
2008-01-03,SH600009,1711970000.0
2008-01-03,SH600010,
2008-01-03,SH600011,6272973156.0
2008-01-03,SH600012,646340000.0
2008-01-03,SH600015,2520000000.0
2008-01-03,SH600016,6168220000.0
2008-01-03,SH600017,170238166.66666698
2008-01-03,SH600018,
2008-01-03,SH600019,14431210000.0
2008-01-03,SH600020,
2008-01-03,SH600021,
2008-01-03,SH600022,1728817919.9999998
2008-01-03,SH600026,4574082500.0
2008-01-03,SH600027,1163967090.64983
2008-01-03,SH600028,63034680000.0
2008-01-03,SH600029,1993436728.0
2008-01-03,SH600030,11297220000.0
2008-01-03,SH600031,1746635612.0
2008-01-03,SH600033,
2008-01-03,SH600035,
2008-01-03,SH600036,13889690000.0
2008-01-03,SH600037,424950229.0
2008-01-03,SH600038,
2008-01-03,SH600039,
2008-01-03,SH600048,1304050000.0
2008-01-03,SH600050,4635458992.25397
2008-01-03,SH600051,
2008-01-03,SH600052,
2008-01-03,SH600053,
2008-01-03,SH600054,183065828.571429
2008-01-03,SH600055,
2008-01-03,SH600056,
2008-01-03,SH600057,
2008-01-03,SH600058,
2008-01-03,SH600059,
2008-01-03,SH600060,
2008-01-03,SH600061,
2008-01-03,SH600062,
2008-01-03,SH600063,
2008-01-03,SH600064,
2008-01-03,SH600066,307774444.43478304
2008-01-03,SH600067,
2008-01-03,SH600068,
2008-01-03,SH600069,
2008-01-03,SH600070,
2008-01-03,SH600071,
2008-01-03,SH600072,
2008-01-03,SH600073,
2008-01-03,SH600074,
2008-01-03,SH600075,
2008-01-03,SH600076,
2008-01-03,SH600077,
2008-01-03,SH600078,
2008-01-03,SH600079,
2008-01-03,SH600080,
2008-01-03,SH600081,
2008-01-03,SH600082,
2008-01-03,SH600083,
2008-01-03,SH600084,
2008-01-03,SH600085,268509935.230769
2008-01-03,SH600086,
2008-01-03,SH600087,338590331.0
2008-01-03,SH600088,
2008-01-03,SH600089,411416963.00000006
2008-01-03,SH600090,
2008-01-03,SH600091,
2008-01-03,SH600093,
2008-01-03,SH600094,
2008-01-03,SH600095,
2008-01-03,SH600096,638068482.472222
2008-01-03,SH600097,
2008-01-03,SH600098,
2008-01-03,SH600099,
2008-01-03,SH600100,407386606.0
2008-01-03,SH600101,
2008-01-03,SH600102,
2008-01-03,SH600103,
2008-01-03,SH600104,5316080000.0
2008-01-03,SH600105,
2008-01-03,SH600106,
2008-01-03,SH600107,
2008-01-03,SH600108,
2008-01-03,SH600109,
2008-01-03,SH600110,
2008-01-03,SH600111,290626666.666667
2008-01-03,SH600112,
2008-01-03,SH600113,
2008-01-03,SH600114,
2008-01-03,SH600115,
2008-01-03,SH600116,
2008-01-03,SH600117,
2008-01-03,SH600118,93934855.0
2008-01-03,SH600119,
2008-01-03,SH600120,
2008-01-03,SH600121,
2008-01-03,SH600122,
2008-01-03,SH600123,570571481.176471
2008-01-03,SH600125,266700000.0
2008-01-03,SH600126,
2008-01-03,SH600127,
2008-01-03,SH600128,
2008-01-03,SH600129,
2008-01-03,SH600130,
2008-01-03,SH600131,
2008-01-03,SH600132,
2008-01-03,SH600133,
2008-01-03,SH600135,
2008-01-03,SH600136,
2008-01-03,SH600137,
2008-01-03,SH600138,172798457.14285702
2008-01-03,SH600139,
2008-01-03,SH600141,
2008-01-03,SH600143,411454391.00000006
2008-01-03,SH600145,
2008-01-03,SH600146,
2008-01-03,SH600148,
2008-01-03,SH600149,
2008-01-03,SH600150,3274466621.0
2008-01-03,SH600151,
2008-01-03,SH600152,
2008-01-03,SH600153,
2008-01-03,SH600155,
2008-01-03,SH600156,
2008-01-03,SH600157,
2008-01-03,SH600158,
2008-01-03,SH600159,
2008-01-03,SH600160,
2008-01-03,SH600161,102642500.0
2008-01-03,SH600162,
2008-01-03,SH600163,
2008-01-03,SH600165,
2008-01-03,SH600166,
2008-01-03,SH600167,
2008-01-03,SH600168,
2008-01-03,SH600169,275768607.428571
2008-01-03,SH600170,300078522.35294104
2008-01-03,SH600171,
2008-01-03,SH600172,
2008-01-03,SH600173,
2008-01-03,SH600175,
2008-01-03,SH600176,
2008-01-03,SH600177,2027520000.0
2008-01-03,SH600178,
2008-01-03,SH600179,
2008-01-03,SH600180,
2008-01-03,SH600182,
2008-01-03,SH600183,480587382.0
2008-01-03,SH600184,
2008-01-03,SH600185,
2008-01-03,SH600186,
2008-01-03,SH600187,
2008-01-03,SH600188,2568932687.75
2008-01-03,SH600189,
2008-01-03,SH600190,
2008-01-03,SH600191,
2008-01-03,SH600192,
2008-01-03,SH600193,
2008-01-03,SH600195,187442333.33333305
2008-01-03,SH600196,457206897.0
2008-01-03,SH600197,
